#Timestamp	Benchmark	Run(#)	CPU Frequency (MHz)	CPU Temperature(C)	Voltage[V]	Power[W]	Energy[J]	Run Duration (s)	CPU_CYCLES	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_REFILL	L1D_CACHE	L1D_TLB_REFILL	INST_RETIRED	EXC_TAKEN	EXC_RETURN	BR_MIS_PRED	BR_PRED	MEM_ACCESS	L1I_CACHE	L1D_CACHE_WB	L2D_CACHE	L2D_CACHE_REFILL	L2D_CACHE_WB	BUS_ACCESS	INST_SPEC	TTBR_WRITE_RETIRED	BUS_CYCLES	L1D_CACHE_LD	L1D_CACHE_ST	L1D_CACHE_REFILL_LD	L1D_CACHE_REFILL_ST	L1D_CACHE_WB_VICTIM	L1D_CACHE_WB_CLEAN	L1D_CACHE_INVAL	L1D_TLB_REFILL_LD	L1D_TLB_REFILL_ST	L2D_CACHE_LD	L2D_CACHE_ST	L2D_CACHE_REFILL_LD	L2D_CACHE_REFILL_ST	L2D_CACHE_WB_VICTIM	BUS_ACCESS_LD	BUS_ACCESS_ST	BUS_ACCESS_NOT_SHARED	BUS_ACCESS_NORMAL	BUS_ACCESS_PERIPH	MEM_ACCESS_LD	MEM_ACCESS_ST	UNALIGNED_LD_SPEC	UNALIGNED_ST_SPEC	UNALIGNED_LDST_SPEC	LDREX_SPEC	STREX_PASS_SPEC	STREX_FAIL_SPEC	LD_SPEC	ST_SPEC	LDST_SPEC	DP_SPEC	ASE_SPEC	VFP_SPEC	PC_WRITE_SPEC	BR_IMMED_SPEC	BR_RETURN_SPEC	BR_INDIRECT_SPEC	ISB_SPEC	DSB_SPEC	DMB_SPEC	EXC_SVC	EXC_PABORT	EXC_DABORT	0EXC_IRQ	0EXC_SMC	0RC_LD_SPEC	0RC_ST_SPEC
230	freqmine	2	1428	37	5.032	1.247	3.273375	2.625	1574819699	11657639	1632291	10440256	450013139	4800545	1067931390	123655	123655	8295062	230540703	445694191	564847842	4049764	42743519	4732790	1340506	29639346	1365403987	1810652	1567213028	255064349	192495189	8589227	1865271	4045375	118744	16656	4359701	538667	30084246	12133829	3767140	1030583	1350030	18935817	10577913	29513730	29510272	3476	255987746	193960727	1043278	84041	1128058	3798431	3745903	142	295798984	147195910	439092805	635828101	2083252	90	231868961	203081005	24033371	28752033	1834889	159592	3311398	35595	9831	78398	426	328	459833	2564594
231	freqmine	3	1428	37	5.032	1.247	3.585125	2.875	1559628634	11548152	1614915	10276631	446557469	4830378	1081912255	124616	124616	8294961	231447271	447149211	566857229	4072328	42576531	4668253	1327494	29356442	1353021306	1808332	1555367150	253089449	190803815	8386346	1821327	3917156	116590	16996	4423027	545642	30208682	12143713	3615921	999695	1317757	18578575	10709027	29287602	29284077	3647	254473094	193093740	1153415	83075	1015865	3733564	3678979	309	294772569	147563204	440281598	637973799	2066799	92	234037243	204838917	24441740	29162402	1845185	161499	3435875	35595	10121	77657	477	329	464094	2634042
232	freqmine	1	1479	37	5.024	1.527	4.008375	2.625	1549706718	11588806	1617920	10156244	441763364	4829784	1081077416	124390	124390	8281716	231249862	446894799	564588215	4068180	42611447	4683967	1318476	29232556	1353185053	1807236	1562892946	252749412	192405800	8494390	1780529	3924419	116970	15598	4350269	537757	29960890	12175876	3662584	1020651	1314908	18298537	10345848	28644385	28641005	3623	253574888	192552525	1043840	82327	1014970	3747160	3692797	243	294542697	149020177	444890628	645572486	2080341	97	232862114	203860589	24243245	28965592	1833837	158710	3281197	35592	9464	78050	451	330	459785	2561503
233	freqmine	2	1479	38	5.032	1.368	4.104	3	1565172515	11595412	1622974	10278510	444795659	4813534	1071320706	123850	123850	8304909	230898134	445830689	563796092	4042472	42544580	4756352	1339992	29825487	1354114449	1808088	1562123046	253485698	190226263	8374598	1802485	3876688	114562	15343	4405520	542055	30343126	12205149	3621813	1021689	1317183	18635990	10545308	29181298	29177862	3654	253304362	192120354	1043191	83068	1013959	3787646	3733961	190	295855089	147862096	441167910	638451838	2079630	83	231959019	203187187	24016195	28735909	1835591	160372	3333619	35595	10141	78257	535	332	459593	2556159
234	freqmine	3	1479	38	5.024	1.446	4.15725	2.875	1573185095	11583193	1607332	10665501	447305851	4802527	1080423320	124654	124654	8378961	232055577	448338556	566662815	4001279	42342486	4645099	1307691	29032906	1363641350	1810080	1582879435	254791756	191337069	8414243	1831367	3961537	118370	17863	4396864	546004	30101747	12199003	3696559	1016394	1316860	18411587	10480903	28892490	28889023	3748	253802154	192687114	1042313	83057	1014298	3846589	3792564	231	297554861	148434162	443090504	642356929	2172142	111	232088448	203234983	24093210	28817528	1836076	160420	3315079	35595	9863	77680	503	332	460124	2658347
235	streamcluster	1	102	35	5.072	0.243	3.371625	13.875	1428939257	14762145	1989997	11391387	451384290	5012723	1072710972	125735	125735	8863662	229917551	452105403	573502084	4414461	50034212	6032616	1334627	34605334	1369303432	1794016	1430243739	257219908	193475245	9648115	1966293	4352074	159028	61992	4566657	567241	36100312	13127062	5038571	1019263	1337287	23935930	10324090	34260020	34233255	30530	258218647	194907283	1295973	59066	1223264	3880885	3811685	178	304141377	149415304	450633052	648815059	2068516	15386	231048340	201403326	24813555	29609612	1860065	167380	3490928	35067	10082	76951	4626	353	527986	2527167
236	streamcluster	2	102	36	5.064	0.243	4.0095	16.5	1431711986	14793565	1997134	11356154	450715989	5088740	1081905885	126655	126655	8931447	229512974	451582786	574229898	4517466	49720020	6386871	1365670	36296639	1370815409	1793012	1432555824	257569911	192892542	9507367	1943457	4263084	161125	64779	4600677	567790	36982848	13343070	5326012	1036730	1362334	24985946	10486474	35472420	35444569	31301	256423833	193701104	1293782	59347	1353626	3729981	3661008	233	299504275	148825173	448225735	644807325	2152182	16193	231296632	201601664	24861461	29659570	1858477	166543	3443499	35064	9723	77541	4802	344	532338	2619821
237	streamcluster	3	102	36	5.072	0.243	3.796875	15.625	1417815542	14539432	1963947	11326710	447185693	5064846	1084000868	127171	127171	8844867	227589049	448256134	570392318	4387110	50086559	6377910	1359791	36222574	1365809751	1793776	1429435074	256487960	194076688	9560513	1921304	4284893	162326	68412	4600504	570162	36777894	13242152	5166282	1013084	1312549	25525348	10633111	36158459	36129982	31162	259403390	195746394	942925	59836	1222109	3747653	3677990	224	300480174	150379074	453612192	653298333	2072028	16436	230682292	201031740	24817443	29615147	1860845	170131	3480268	35064	9759	77197	4603	330	532538	2601159
238	streamcluster	1	204	35	5.064	0.364	3.549	9.75	1403686145	13103293	1806838	10907431	445177859	4914412	1082914998	125903	125903	8417615	226796345	444407254	560936881	4141636	45897106	5778519	1322759	33593054	1349793940	1793308	1402786300	254123636	189972460	8947452	1840877	4052273	137674	42161	4473638	549581	33212040	12435376	4687871	1006578	1308764	22809106	10329097	33138203	33123154	16753	254956165	191926124	1044253	59820	1095794	3817867	3759037	121	297387365	147546060	444576629	640696110	2082962	16161	226890212	197897235	24213583	28957584	1834928	163178	3391722	35064	9689	77215	2534	323	488616	2566546
239	streamcluster	2	204	36	5.056	0.364	2.8665	7.875	1392504479	12984475	1791178	10812145	442983987	4902855	1055235306	123594	123594	8406947	224788748	440718789	557615406	4118604	45661044	5535136	1295500	32319735	1350492573	1790672	1400822168	254417038	190773054	9101417	1909317	4120714	136081	39348	4475767	548939	33071801	12526556	4494546	980130	1296533	22007949	10373046	32380995	32366034	16124	254626716	191799158	1286595	59929	1344118	3758410	3698313	262	295137063	146154486	440590208	634595051	2049492	16234	230050634	200571310	24697980	29443907	1836036	161978	3375717	35064	10085	77534	2483	330	491767	2674202
240	streamcluster	3	204	35	5.064	0.364	3.7765	10.375	1401710915	13106327	1807111	10791394	444107408	4920453	1065995493	124842	124842	8454427	226464046	444031274	561892109	4216478	46382114	5741052	1321831	33355191	1336363861	1789076	1388272050	251517708	190377264	9120397	1832770	4054337	137930	41825	4450253	550697	33322351	12489759	4714610	1001540	1307271	22589966	10113256	32703222	32686734	16587	253452382	191133416	1040357	59443	995006	3667076	3608608	151	292949451	145659996	438494844	630427404	2053524	16344	227892570	198801942	24312095	29055234	1834833	163794	3310038	35067	10418	77522	2602	325	489203	2556252
241	streamcluster	1	307	36	5.056	0.485	2.485625	5.125	1386955176	12482389	1720438	10427562	438776234	4877606	1055879766	123536	123536	8263245	225725913	441578885	556512643	4099626	44404550	5333381	1292360	31535792	1332067278	1787216	1390689162	250814900	187764903	8792297	1829891	3979880	128463	33039	4427118	544807	31938688	12235339	4369118	970117	1284576	21427634	10266470	31694104	31683015	10624	250548016	188950271	1151282	60066	989702	3739400	3681817	408	293196910	145336902	437322396	629433711	2061689	16423	224177856	195695793	23728265	28446668	1825116	161234	3268894	35070	10049	76843	1695	325	475285	2543663
242	streamcluster	2	307	36	5.056	0.444	2.9415	6.625	1396143523	12523631	1728288	10596979	442083318	4887583	1062863305	124220	124220	8341788	226397845	442807111	558530598	4122580	44442887	5368249	1296542	31715044	1332005336	1787092	1389847418	250878146	189984432	8790176	1812542	3983933	130843	34634	4405778	546252	32232391	12404542	4404505	993669	1296114	21434647	10191504	31626151	31614507	11616	255822408	192631987	925891	60048	1341089	3705869	3648788	149	292611747	144635744	435524713	626616234	2068356	16303	226397166	197549027	24086323	28812743	1830315	161670	3494590	35070	9427	76912	1733	336	475433	2599669
243	streamcluster	3	307	36	5.056	0.444	2.4975	5.625	1390958958	12552468	1735841	10542958	439340092	4833952	1057354056	123926	123926	8255483	226003939	442284126	557238459	4063545	44284933	5393445	1302021	31828285	1325261515	1785368	1385259278	249517083	189130005	8806727	1845708	4011183	130526	35884	4395413	542059	32146789	12497042	4446795	990354	1297460	21244392	10152763	31397155	31386031	11670	252369984	190326342	927767	60048	1210676	3684710	3627401	129	291448114	144672383	435508714	627139742	2075966	15346	229580265	200188679	24626656	29356189	1829255	161759	3366158	35070	10080	76937	1691	326	476716	2602995
244	streamcluster	1	403	36	5.056	0.525	2.559375	4.875	1387743984	12109757	1684807	10432461	436022342	4890571	1067883808	124269	124269	8166402	223253351	437179771	551336441	4040608	43489522	5041214	1292019	30397186	1322484907	1786116	1387671656	249256053	189078884	8700525	1802574	3943411	125033	24808	4395884	537846	31488462	12318903	4037736	968433	1283840	19961086	10201419	30162505	30154356	8902	252050772	190090138	1283340	60071	1096575	3754759	3699706	792	292437945	144723173	435490166	626618394	2055470	15534	226708467	197814816	24137779	28858258	1822348	159394	3304281	35070	10720	77757	1366	323	465556	2493825
245	streamcluster	2	403	36	5.048	0.524	2.4235	4.625	1407133558	12171743	1716536	10488713	441610589	4928838	1065550009	124663	124663	8227377	224932824	439769856	554082958	3984093	43713208	5103207	1278369	30566199	1328627471	1788840	1396320269	250411109	190013092	8717747	1829112	4003961	128047	25941	4378050	540916	31310957	12103676	4205657	974643	1291992	20585012	10119190	30704202	30696138	8466	251584501	189626559	1281586	59978	1214435	3743440	3688403	142	292536483	144920063	436204836	627852435	2050871	16354	228758945	199500824	24501719	29222731	1826840	159980	3469347	35070	10733	77198	1380	325	470579	2581541
246	streamcluster	3	403	36	5.056	0.524	2.1615	4.125	1398426345	12228628	1673972	10387500	439201403	4838967	1050561992	123225	123225	8185693	225595117	441316962	555932549	4103948	43554530	5090824	1290236	30610337	1326452452	1786340	1397151936	249806175	187566696	8573129	1801550	3914940	123087	25022	4427706	547022	31978056	12462496	4204838	970007	1279568	20664701	10193285	30857986	30848732	8627	250923942	189148129	1146323	60182	1097389	3700391	3643803	154	291294964	146151357	440195095	634532541	2152871	16165	224896116	196253568	23893916	28607151	1824839	160530	3361188	35070	10083	76859	1288	324	468009	2480515
247	streamcluster	1	518	36	5.048	0.605	2.26875	3.75	1416174977	11909424	1686250	10347196	440735461	4883704	1048639857	123472	123472	8102979	223993608	438135288	551233141	3967796	43431452	5059825	1284259	30439084	1320323671	1784600	1402648734	248535799	187363863	8620397	1811851	3919249	120432	21755	4375535	541809	30986831	12047021	3985802	950786	1255867	20037808	10157157	30194965	30188543	7295	251438087	189571153	1147717	59373	1338929	3642954	3588937	140	288726170	143996182	433259550	623065240	2061866	16133	225619162	196890197	23984966	28693572	1818309	159518	3265902	35064	9443	76895	1075	330	464094	2525882
248	streamcluster	2	518	36	5.048	0.566	2.19325	3.875	1405667118	11920266	1671377	10266793	437382689	4834404	1040690392	122346	122346	8113309	223527757	437031218	550790328	3935365	42441964	4807369	1249465	29192274	1328006781	1787412	1407497560	250467208	187548385	8619519	1795616	3890942	120784	22008	4417420	540642	30983414	12165656	3902218	950020	1264369	19616358	10037784	29654142	29647003	6654	247950236	187174621	1146550	58853	1337688	3694301	3639304	109	289836455	143918081	433129758	623049626	2058792	16207	225996036	197141578	24106190	28819063	1825043	159691	3494418	35070	9753	77190	1044	331	462016	2535955
249	streamcluster	3	518	36	5.048	0.605	2.42	4	1394058120	11828124	1637017	10157152	434357380	4859065	1053039492	123429	123429	8105510	224607692	438995393	552964760	3965729	43275905	5064982	1293727	30519699	1331145263	1789984	1413307234	250821910	188677940	8467802	1747890	3857873	124262	21062	4394881	538072	31078703	12271388	4001177	965742	1263009	19711166	10062116	29773282	29766334	7268	250833157	189084863	1277140	59601	1339326	3659684	3605166	150	289179447	144883606	436778800	629014714	2063173	16146	224112419	195616714	23755519	28460310	1823619	160559	3391062	35070	9747	77199	1032	329	464130	2598658
250	streamcluster	1	614	36	5.048	0.646	2.261	3.5	1417041341	11837727	1638097	10139700	436387644	4788674	1041087236	122228	122228	8074416	223442715	437063612	550920530	3953315	42681312	4883881	1266440	29660711	1319297334	1785732	1414404862	248702832	187110725	8452988	1755642	3839258	118571	19891	4325781	534918	30605683	12044665	3989048	974596	1278941	19399709	10114623	29514332	29508048	6180	249893531	188515531	1282401	59320	1095555	3709887	3655550	141	290029845	144779950	435666459	627306704	2081462	16386	226681804	197789802	24148488	28856617	1819721	159351	3347320	35070	9709	76905	953	326	458909	2547737
251	streamcluster	2	614	36	5.048	0.686	2.744	4	1412992092	11739889	1626821	10173746	435543397	4808610	1047780043	122963	122963	8079053	223388669	436994937	550704435	3972364	42591714	4959191	1282547	30061093	1332834358	1789488	1425806779	251174380	188852228	8569599	1798161	3914502	122325	23479	4355637	536798	30444756	11861484	3889053	960638	1259197	19509471	10050100	29559571	29553742	6582	250542256	188812996	927020	58445	1099025	3741554	3687171	132	290268877	144042362	433767490	624272871	2060541	16350	224021901	195549258	23731133	28437249	1818663	160363	3318902	35064	10392	77167	960	324	464371	2649850
252	streamcluster	3	614	36	5.048	0.686	2.48675	3.625	1431885057	11972797	1659580	10238750	440502877	4844584	1054801577	123214	123214	8071509	224522591	438870910	553140474	3956116	42803047	4970854	1281077	30103708	1326954090	1788372	1425290926	250423096	185840698	8352938	1762889	3799688	117763	21797	4394036	543354	30625964	11974608	4028444	978111	1283838	19772479	10117298	29889777	29883721	5969	248248769	187416463	1036128	59619	1093416	3647478	3593221	163	288025407	144271400	434441140	625069649	2082103	16266	223967627	195519826	23707049	28412404	1819487	160813	3322277	35070	10098	77487	957	324	460635	2491205
253	streamcluster	1	710	36	5.048	0.807	2.723625	3.375	1418559505	11708917	1634595	10167711	433574679	4841052	1053729785	123809	123809	8045875	221915209	434849193	548354378	3976997	42444939	4765366	1271486	29176497	1319060026	1785700	1424532920	248562604	186893547	8481472	1752558	3825070	120094	20493	4381247	540590	30458088	11954976	3824002	960478	1265253	19062290	10046842	29109132	29103180	5686	251209073	189381725	1147791	59312	1210010	3800739	3747685	134	292175066	142951402	430203814	618840172	2154620	16251	223994578	195538449	23717838	28420734	1816615	160955	3212249	35067	10094	77118	736	328	461115	2580880
254	streamcluster	2	710	36	5.048	0.726	2.45025	3.375	1422912697	11734753	1635016	10200528	434656680	4784203	1047701060	122724	122724	8143653	225385893	440194241	553456170	3962686	41980155	4784163	1260471	29217381	1326747052	1787948	1434522153	250294306	187898522	8421010	1725492	3811963	118053	19032	4377048	533481	30405831	12006965	3793837	950975	1251919	19334714	10087989	29422703	29417637	5107	251194805	189435453	1279673	59996	1338661	3799688	3746749	155	292297338	143971025	433074534	622977885	2047372	15055	223829546	195371705	23716704	28422445	1829425	161031	3546052	35070	10061	76566	734	329	458901	2520802
255	streamcluster	3	710	36	5.048	0.767	3.930875	5.125	1438179117	11782352	1653493	10322762	438528715	4784646	1054011605	123038	123038	8054615	223879477	437428740	550298388	4021378	42860951	4873934	1280760	29689359	1329149744	1788100	1435295360	250847779	187947035	8441234	1724448	3824135	118722	19246	4367766	538490	30490669	12009323	3840965	953835	1265923	19005133	10019981	29025114	29019438	5321	250120890	188607407	925418	59497	983950	3633415	3579956	130	287478460	144186061	433823053	624462863	2059838	16395	225480553	196713720	24024991	28731442	1820546	159593	3395015	35070	9410	76951	872	330	459766	2524427
256	streamcluster	1	921	36	5.048	0.807	2.521875	3.125	1462637511	11635693	1634846	10131616	437337474	4813526	1051601522	123509	123509	7955100	224105863	437504588	550264739	3935512	41907188	4704867	1271448	28936395	1327142284	1789228	1464722109	250667169	188175982	8524131	1783758	3910504	116276	16760	4313306	537616	29967240	11940929	3757332	955717	1267627	18656853	9930639	28587492	28583515	4823	252573171	190184510	1282273	60509	985960	3674843	3622114	168	289108107	144362386	434172048	624794215	2054444	16183	227438907	198394603	24307804	29008911	1817505	159911	3334139	35070	10097	77215	577	323	458977	2639033
257	streamcluster	2	921	36	5.048	0.848	2.544	3	1462999782	11544868	1617601	10214110	437771245	4819982	1041983074	122261	122261	7972352	223712440	437269987	549521280	3904713	41842015	4709924	1265669	28928979	1323810745	1787888	1462224274	249827558	187023090	8431490	1724783	3786775	115651	17335	4329192	536350	29946021	11797421	3782537	951048	1260680	18592829	9832796	28425625	28421476	5276	249489724	188014845	924646	59788	1208770	3685841	3632376	135	288208829	143143404	430841880	619621389	2076376	16347	226340228	197508038	24096404	28796799	1813500	159663	3211443	35064	10701	77181	637	327	455744	2577547
258	streamcluster	3	921	36	5.048	0.888	2.664	3	1451108101	11564569	1600563	10077164	434940062	4839793	1050814981	122886	122886	7999813	222443228	435124708	548606653	3883023	42481214	4806755	1273810	29365225	1331397945	1790872	1468189492	251393331	185670181	8411264	1805009	3908076	112153	17268	4357967	538062	30154821	11952773	3741718	943901	1251942	18541850	9969010	28510860	28506360	4878	250159289	188517493	1277127	59738	1210982	3757446	3704674	152	291168579	143756632	432559608	622349361	2148401	16325	224084693	195630798	23724031	28418500	1813217	159762	3195404	35064	9775	76855	616	322	458086	2505265
