#Timestamp	Benchmark	Run(#)	CPU Frequency (MHz)	CPU Temperature(C)	Voltage[V]	Power[W]	Energy[J]	Run Duration (s)	CPU_CYCLES	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_REFILL	L1D_CACHE	L1D_TLB_REFILL	INST_RETIRED	EXC_TAKEN	EXC_RETURN	BR_MIS_PRED	BR_PRED	MEM_ACCESS	L1I_CACHE	L1D_CACHE_WB	L2D_CACHE	L2D_CACHE_REFILL	L2D_CACHE_WB	BUS_ACCESS	INST_SPEC	TTBR_WRITE_RETIRED	BUS_CYCLES	L1D_CACHE_LD	L1D_CACHE_ST	L1D_CACHE_REFILL_LD	L1D_CACHE_REFILL_ST	L1D_CACHE_WB_VICTIM	L1D_CACHE_WB_CLEAN	L1D_CACHE_INVAL	L1D_TLB_REFILL_LD	L1D_TLB_REFILL_ST	L2D_CACHE_LD	L2D_CACHE_ST	L2D_CACHE_REFILL_LD	L2D_CACHE_REFILL_ST	L2D_CACHE_WB_VICTIM	BUS_ACCESS_LD	BUS_ACCESS_ST	BUS_ACCESS_NOT_SHARED	BUS_ACCESS_NORMAL	BUS_ACCESS_PERIPH	MEM_ACCESS_LD	MEM_ACCESS_ST	UNALIGNED_LD_SPEC	UNALIGNED_ST_SPEC	UNALIGNED_LDST_SPEC	LDREX_SPEC	STREX_PASS_SPEC	STREX_FAIL_SPEC	LD_SPEC	ST_SPEC	LDST_SPEC	DP_SPEC	ASE_SPEC	VFP_SPEC	PC_WRITE_SPEC	BR_IMMED_SPEC	BR_RETURN_SPEC	BR_INDIRECT_SPEC	ISB_SPEC	DSB_SPEC	DMB_SPEC	EXC_SVC	EXC_PABORT	EXC_DABORT	0EXC_IRQ	0EXC_SMC	0RC_LD_SPEC	0RC_ST_SPEC
185	fluidanimate	2	1132	37	5.04	0.927	2.54925	2.75	1529072467	11626209	1630931	10462803	454977811	4931431	1125036422	126838	126838	3810135	1044166	1349206	0	0	43031467	4858343	1337243	30168986	1399664552	1816288	1546490860	265104539	193937155	8628355	1874560	3993906	117741	19205	4407205	550837	30783833	12545793	3826232	1047582	1343216	19219302	10855936	30075238	30071240	4315	263820775	194619486	1057182	86357	1493447	3735064	3681559	213	305014912	149477282	456322325	654775921	2444170	9518911	234800846	204906872	24581728	29857981	1841535	158906	3334669	35669	9825	78425	595	329	463838	2575627
186	fluidanimate	3	1132	37	5.04	0.927	2.665125	2.875	1550541075	11763902	1640098	10394878	461009216	4877832	1120640630	126624	126624	3826232	1047582	1343216	0	0	42937875	4820593	1337520	30054994	1383648511	1809956	1525724539	261997545	192823385	8524475	1880016	3961814	117654	18335	4387118	545760	30784357	12392374	3753844	1046243	1333570	19249157	10884405	30133562	30129579	4035	264081995	194596595	1407678	82239	1245755	3730634	3676198	259	304859925	148345835	453306831	650080918	2445395	9522123	234181271	204394348	24476080	29750942	1845890	160747	3461609	35669	9764	79020	558	332	465725	2585602
187	fluidanimate	1	1224	37	5.032	1.167	3.20925	2.75	1567169367	11702200	1632327	10454373	460770478	4863361	1116036644	126158	126158	3753844	1046243	1333570	0	0	42789682	4832324	1341629	30128925	1397283331	1813784	1559913069	264792013	194140209	8590687	1890396	4023823	119382	18786	4407941	551182	30619628	12433602	3700858	1054117	1324901	19021653	10730675	29752328	29748243	3977	261889890	193057569	1058132	86268	1245012	3787068	3732509	234	305910600	148710711	454152462	651581301	2413784	9517342	235249256	205265883	24671997	29947372	1841028	160345	3350762	35663	10146	78774	629	405	465637	2579978
188	fluidanimate	2	1224	37	5.032	1.127	3.0288125	2.6875	1570904943	11653982	1643874	10361098	462941411	4784359	1098821497	124733	124733	3700858	1054117	1324901	0	0	42833147	4832934	1351113	30142919	1392357210	1812296	1553577908	263767768	192807819	8445058	1834885	3912960	119465	24197	4430497	553307	30405549	12240063	3786411	1061171	1355175	18968600	10746298	29714898	29710829	4724	263224108	194303056	1406606	86633	1493130	3703263	3647989	190	303905541	148522650	453878469	651470585	2522822	9517739	235818805	205773500	24730809	30009318	1847764	162921	3387838	35663	9762	79091	602	361	463759	2617531
189	fluidanimate	3	1224	37	5.04	1.086	3.054375	2.8125	1561956891	11790167	1627466	10385718	458289281	4873454	1109082746	125736	125736	3786411	1061171	1355175	0	0	43043885	4861455	1368874	30423442	1413441575	1820068	1579609249	268012386	194404512	8716723	1876263	4025196	120800	16563	4421231	552490	30542182	12340002	3650449	1045334	1342502	19007178	10814110	29821288	29816576	3823	263424465	194324529	1165056	81528	1372894	3866077	3812123	244	308417490	148882103	454883448	652512203	2435997	9523115	234579425	204779571	24487557	29763857	1847506	159481	3381681	35666	10470	78709	490	329	463687	2580552
190	fluidanimate	1	1428	38	5.016	1.527	4.19925	2.75	1580832961	11600200	1607751	10261329	457278138	4875182	1098431017	124702	124702	3650449	1045334	1342502	0	0	43070786	4788273	1360937	30019460	1391442542	1812784	1583105153	263826863	194041518	8641531	1885869	3994702	117956	18955	4381362	546961	30255562	12241163	3674530	1056226	1350702	18873052	10907111	29780163	29775995	3703	265626689	195792473	1279461	87337	1248420	3692604	3638437	531	303956146	148736645	453722334	650498885	2421801	9524905	236874568	206616866	24944092	30221707	1839769	160140	3290901	35669	10513	79647	497	331	462727	2520395
191	fluidanimate	2	1428	38	5.024	1.406	3.515	2.5	1566096590	11611659	1623806	10184654	452882832	4793357	1105635561	125417	125417	3612085	1060566	1343516	0	0	42980391	4811566	1369232	30195009	1392035657	1812324	1581670256	263698083	192465128	8425048	1836414	3920896	116562	17968	4403304	552811	30487741	12328403	3794048	1062731	1348059	19059112	10906170	29965282	29962021	3311	264098945	194684914	1278726	82207	1356200	3684052	3629410	157	302897643	148646864	454372705	651962079	2425035	9520823	237090061	206863974	24912622	30190087	1842751	160199	3381772	35657	9785	78457	487	336	463876	2572626
192	fluidanimate	3	1428	38	5.024	1.527	3.9129375	2.5625	1583903153	11575906	1646138	10329358	457413915	4900670	1112630172	126289	126289	3674530	1056226	1350702	0	0	43435364	4785461	1347069	29900967	1389972550	1812572	1580045615	263660709	191717060	8328846	1815744	3868311	114713	17816	4395214	549899	30014499	12131514	3612085	1060566	1343516	18824103	10994578	29818681	29815266	3836	263819737	194564322	1279037	81399	1242653	3672310	3617834	148	302807953	148609765	453878444	651046881	2428978	9521840	233925082	204178460	24436624	29710628	1844964	160444	3433032	35669	9836	78745	444	328	463095	2560657
193	fluidanimate	1	1479	37	5.024	1.366	3.58575	2.625	1585298597	11570293	1625196	10318426	455215559	4908818	1119578176	126456	126456	3509812	1029183	1319229	0	0	42812342	4728828	1343729	29725386	1387576080	1812460	1586830231	263124963	192962246	8473069	1846467	3927177	117313	14256	4298556	541683	29931717	12083312	3509812	1029183	1319229	18871254	10988801	29860055	29856233	3646	267658075	197093271	1408188	87238	1363596	3738286	3683625	335	304913888	148538264	453643249	650803632	2518573	9525465	238028573	207594401	25117468	30398173	1843455	160799	3379302	35663	9507	78412	440	329	463551	2595609
194	fluidanimate	2	1479	38	5.016	1.484	3.98825	2.6875	1576606948	11618466	1623019	10273149	453141389	4884045	1104921889	125436	125436	3672183	1043242	1336341	0	0	42509981	4700083	1335513	29543872	1386883539	1811140	1583286683	262894547	195427802	8613560	1894528	4043624	120603	16344	4376551	552807	30397504	12307874	3672183	1043242	1336341	18616374	10753022	29369396	29365963	3330	262387085	193390383	1403933	86115	1364569	3780166	3725720	154	306291688	148878007	454664835	652567494	2419236	9524131	236316173	206189399	24810268	30090779	1841072	160307	3328262	35669	10820	79022	452	331	463225	2514011
195	fluidanimate	3	1479	38	5.016	1.564	3.91	2.5	1590880693	11579031	1624322	10291711	456950687	4939274	1117296762	126627	126627	3640907	1036265	1330004	0	0	42511712	4739269	1324562	29599846	1391941771	1812364	1595551306	263741682	192004504	8440754	1840605	3893529	115151	22296	4378392	545787	30394372	12440915	3640907	1036265	1330004	18938113	10789480	29727593	29724001	3260	262692658	193567374	1163224	86229	1497728	3753372	3698984	160	305194980	147731351	451039479	646123326	2439286	9518743	235157806	205208103	24636472	29913707	1854430	161536	3578043	35669	10147	79048	456	326	463938	2582275
196	freqmine	1	102	36	5.072	0.243	3.5228925	14.4975	1468440659	14947018	2017388	11701133	463313756	5149869	1124686501	129290	129290	9400751	240186593	466954253	594414454	4707508	50403832	6181587	1366759	35627694	1413841131	1816188	1467157856	263015674	200334270	9847581	2016696	4510218	159931	57204	4578763	566195	36844970	13711668	4979099	1057777	1374902	24382053	10779325	35161378	35131896	31181	262922257	199503909	1057207	82856	1031016	3770371	3699726	197	305833979	155038667	463840795	672315321	2081332	102	238242919	208328335	25050140	29878652	1880742	167765	3436895	35595	9457	78248	4557	333	539555	2561385
197	freqmine	2	102	36	5.072	0.243	3.979125	16.375	1493131815	15215928	2059863	11746010	462314962	5129498	1117740589	129179	129179	9271466	239041926	464466695	592006699	4599289	51178053	6583349	1416842	37568007	1408316081	1813644	1466638419	261958075	198896910	9835196	1991038	4436566	160510	67357	4680593	575790	37256076	13562622	5357084	1093311	1389514	26477375	11097972	37575347	37545195	30757	266665502	202313758	948182	84613	1138498	3873781	3803112	249	308259068	154940495	463250294	672029182	2076728	115	236858210	207210965	24782715	29611311	1882181	168945	3440098	35595	10184	78139	5028	341	542411	2618783
198	freqmine	3	102	36	5.072	0.243	3.5994375	14.8125	1460179398	14836693	2010247	12085701	458843502	5150488	1110840907	128323	128323	9284222	236796520	460703300	588801301	4597307	51108285	6552004	1402024	37247510	1423296586	1817688	1480008531	264896564	198807702	9760674	2021223	4459105	161745	68953	4711310	576536	37782062	13712909	5327215	1077344	1375487	25743714	10950895	36694609	36665314	31459	261067995	198320720	948493	83013	1143613	3767771	3696867	232	306449442	154865778	463579018	672297409	2071463	124	240949613	210611381	25466415	30302289	1885636	170377	3540400	35593	10487	77726	4969	341	542679	2650851
199	freqmine	1	204	36	5.064	0.364	3.549	9.75	1449515182	13304358	1823667	11281842	459434174	5040790	1103457871	126994	126994	8907072	235115705	455471311	578341937	4318377	47301949	5858848	1352556	34233971	1404706771	1816248	1455085692	262109741	194393233	9234350	1949064	4238143	139573	40140	4516978	559974	34125937	12937749	4778386	1069480	1343428	23712756	10795809	34508565	34492547	16613	259519661	196856500	1160520	83602	1375392	3803990	3741433	178	301940593	151393013	452274885	655688452	2070355	100	234336946	205110428	24420834	29190591	1857884	164484	3421482	35595	9821	78197	2514	328	498478	2597972
200	freqmine	2	204	36	5.064	0.364	3.0485	8.375	1425598677	13104265	1788706	10901622	452975030	5023211	1106586241	126839	126839	8831908	234040848	454101538	577082178	4311206	47195673	5642749	1355170	33355804	1376562194	1809340	1417214888	256485922	195421190	9228491	1941063	4243190	140739	37247	4487060	558331	33944405	12955602	4585506	1041970	1354762	22837172	10814139	33651311	33635177	16043	259349105	196790023	1159776	83703	1244898	3749056	3687902	209	300545667	153349276	458555923	665882761	2068791	102	235023987	205680849	24540633	29307211	1855739	164086	3283110	35593	9814	78053	2437	334	494756	2551880
201	freqmine	3	204	36	5.064	0.364	3.3215	9.125	1447570562	13265050	1817583	11288373	459252622	4980431	1088412244	125424	125424	8860436	233221220	452053835	575666368	4308327	47125502	5928529	1374321	34683020	1391519890	1813600	1438569514	259591777	195852120	9299586	1937074	4248364	142657	39034	4532603	557365	33917712	12989239	4893820	1065160	1354503	23436877	10921177	34358054	34342091	16909	262147119	198483570	937060	84191	1374377	3819820	3758617	171	302463629	149942931	447979214	648724991	2099062	107	236698183	207152358	24739466	29509893	1853150	161914	3287305	35597	9782	78012	2571	325	498840	2637105
202	freqmine	1	307	36	5.056	0.404	2.09575	5.1875	1440220698	12703471	1785404	11183763	453920528	4949098	1088571084	125676	125676	8677077	231077862	447918687	568549499	4190054	45766335	5454475	1335889	32416156	1375461491	1809184	1426665472	256385087	194916336	8958588	1895508	4123917	135399	28554	4464495	550983	32681793	12667873	4421652	1036940	1340979	22137022	10747505	32884527	32872729	12202	256488226	194472845	1288196	83162	1129383	3661132	3603157	158	296085116	150828486	450886184	654075029	2103507	119	234012418	204932473	24294158	29044024	1853338	163981	3530068	35595	10183	78473	1810	329	478994	2543620
203	freqmine	2	307	36	5.056	0.404	2.19675	5.4375	1419123582	12499285	1739223	10693864	448332896	4915441	1089795317	125224	125224	8690498	233021377	451511876	573213853	4196336	45313907	5556283	1340303	32995388	1377588682	1809988	1429183370	256873275	194089663	8912508	1893627	4128283	133935	30073	4444682	554448	32725099	12673215	4461607	1031791	1324176	22212579	10726811	32939390	32928373	11369	256942911	194885473	936128	83618	1241847	3700472	3642800	148	296933755	151807628	453996417	659264034	2104078	109	233759048	204637856	24333181	29085266	1846643	161759	3328216	35595	9468	77630	1743	327	481336	2590251
204	freqmine	3	307	36	5.056	0.444	2.52525	5.6875	1429064027	12679178	1730151	10863204	450646350	4963757	1096739736	126341	126341	8738153	232880096	450894349	573620973	4237441	45368291	5507607	1327339	32661309	1367768607	1808564	1421960131	254987306	194386448	8887841	1860173	4084358	133878	32461	4566344	559983	33061422	12867198	4519361	1036832	1342189	22091557	10651027	32742584	32731532	10690	254595525	193387926	935698	83028	1125917	3671159	3613071	212	296443527	151551040	452882225	656890838	2168319	108	236465371	206944483	24731294	29484966	1850848	161861	3369070	35595	9808	78384	1774	328	481938	2583639
205	freqmine	1	403	36	5.056	0.485	2.1521875	4.4375	1426632970	12315434	1740234	10721127	448281236	4912669	1082751442	124909	124909	8592452	232280437	449247253	570711912	4141099	44904107	5214238	1332192	31447183	1363917557	1809544	1425406414	254610176	192852579	8735184	1833393	4022119	124775	27630	4417390	548164	31627877	12353963	4166530	1033839	1334906	21049082	10865501	31914583	31905942	8790	256354024	194411277	1158126	83317	1244639	3788169	3732295	130	298731248	149969047	447907999	649789793	2090880	102	235050992	205756648	24511459	29258419	1842620	161188	3287158	35595	9460	77796	1445	327	475453	2612997
206	freqmine	2	403	36	5.056	0.485	2.243125	4.625	1431987899	12303963	1716110	10663505	448424737	4930145	1082112192	124468	124468	8720824	232477333	450113623	571452201	4145120	44514165	5306709	1335742	31908037	1365559809	1808272	1429153822	254830635	195031224	8956074	1929712	4187598	132742	26238	4381266	545099	32120533	12541725	4278057	1029441	1321415	21549903	10658738	32208641	32199518	9146	256685707	194609356	936136	83982	1122618	3760048	3703477	810	297306980	148849440	444459572	644122782	2090935	95	234109608	204965043	24367960	29108637	1845026	160352	3404406	35595	9832	78142	1340	329	474159	2587495
207	freqmine	3	403	36	5.056	0.485	2.2734375	4.6875	1439808537	12294127	1710409	10751803	451768574	4912586	1083314340	125165	125165	8643241	232330264	449385816	569967477	4192988	44557609	5332360	1360174	32210909	1391041466	1814872	1453705023	259868517	193401417	8839811	1849571	4047526	128221	27116	4410913	552017	32150179	12484800	4348732	1035930	1330364	21437437	10650936	32088373	32079321	8585	255525415	193845703	933592	83461	1127094	3885160	3828730	168	300797145	149253415	445424256	645575363	2071220	94	234005965	204835755	24393484	29134281	1844547	160997	3365116	35595	9493	77652	1380	326	475365	2553361
208	freqmine	1	518	36	5.048	0.566	2.4055	4.25	1443737940	12090747	1671565	10402371	449116579	4907688	1094207503	125827	125827	8621155	235984382	455768800	577042630	4215091	43471816	5074774	1327056	30958300	1372909431	1812100	1449362682	256088797	194599410	8747354	1807710	4021662	124959	23781	4416016	546228	31601235	12451263	4109008	1016846	1320316	20834748	10616572	31451320	31443795	7834	253980460	192968071	1040218	83334	1373132	3748284	3693669	180	296822382	151058337	451155953	654922101	2065983	95	232166200	203298712	24096396	28831566	1842425	161696	3327507	35595	9812	77965	1208	330	469178	2545442
209	freqmine	2	518	36	5.056	0.565	2.189375	3.875	1436739946	11937352	1656981	10687327	447439159	4888233	1084784640	124964	124964	8572538	233239937	450933740	571421325	4128164	43523282	4944950	1306105	30281661	1363366392	1808408	1436675529	254479984	193576366	8678257	1815872	3992096	127156	22898	4477811	553805	31940501	12755463	3955889	996826	1308312	19807050	10421618	30228668	30221183	7561	258242210	195798480	1288625	84700	1238584	3787092	3731519	129	297175478	149327593	445536202	645677577	2079449	104	232077092	203255115	24055786	28786053	1841750	161369	3340967	35595	9793	78799	1183	333	470250	2602599
210	freqmine	3	518	36	5.056	0.566	2.228625	3.9375	1433347465	12167558	1698751	10364430	445354819	4898031	1083734950	124838	124838	8587731	232980595	450117632	570483472	4122963	43815754	5128765	1324164	31140111	1366838426	1809500	1446743303	255355739	194326028	8672350	1830655	4022906	127950	22135	4409730	545617	31543852	12361103	4167341	1006024	1308040	20929002	10660989	31589991	31582356	7651	259422452	196563838	1289803	83502	1013846	3649673	3594293	125	293665439	149966303	447601432	649042204	2094854	92	233509547	204424542	24309049	29049041	1846264	161603	3379858	35593	9833	77837	1176	326	468565	2524303
211	freqmine	1	614	36	5.048	0.605	2.193125	3.625	1449885990	11927549	1648277	10579996	446262007	4896230	1097250789	126302	126302	8514529	234128783	452282681	572000243	4165417	43491612	5049958	1324506	30809179	1364412346	1810788	1454418850	254847085	191108426	8594659	1861302	3973623	121672	23721	4409673	546575	31302901	12405707	4066525	1030051	1338592	20026481	10782330	30808811	30802570	6329	255570437	193781840	934762	83258	1370127	3764143	3709680	165	296898217	148796013	443994100	643443727	2093331	102	234589491	205337869	24477768	29215663	1840133	161312	3346216	35595	10123	78353	905	327	465188	2486999
212	freqmine	2	614	36	5.048	0.605	2.2309375	3.6875	1467778305	12005233	1677261	10451917	451891694	4885003	1083823318	125197	125197	8529442	232236792	448795325	570457082	4109313	43684613	5075656	1321904	30930484	1383149355	1814528	1478571705	258698732	192315893	8706885	1878474	4025289	124625	21591	4459163	548261	31190799	12351095	3994972	1014925	1311026	20218491	10659530	30878021	30871653	5635	258017587	195709981	1154387	84219	1016857	3849373	3795581	149	299324822	148574145	443512913	642497199	2167813	91	233208208	204214204	24231771	28958076	1839977	160761	3300067	35595	9840	78427	979	328	465722	2593134
213	freqmine	3	614	36	5.048	0.605	2.26875	3.75	1444874612	11888133	1658305	10455552	445100219	4902954	1083044639	124980	124980	8469889	231316633	447220079	566331069	4062945	43574733	5038608	1313369	30689868	1368599267	1810968	1456708307	255694895	192146750	8526830	1825551	3945280	124363	20958	4357282	544444	31343072	12503488	4062720	1022028	1331055	20523536	10621388	31144924	31138045	5696	253740278	192533432	1153541	82422	1124947	3737112	3677724	150	295948727	148528110	443358764	642228097	2085882	91	231499673	202784951	23954548	28678798	1844166	162191	3418939	35595	10819	78291	933	327	467244	2577468
214	freqmine	1	710	36	5.048	0.686	2.529625	3.6875	1463059017	11882912	1650118	10363857	446617562	4879176	1086477431	125123	125123	8427631	231504309	447320501	567018499	4024108	43359246	4928029	1334829	30393054	1372311793	1810940	1472557595	256247367	194482854	8710964	1862693	4042593	124386	18530	4425490	546211	30804886	12297041	3851914	998538	1296778	19441394	10408599	29849993	29843950	5674	255307608	193693923	1044809	83166	1372982	3650734	3595873	144	293960354	150520975	449463030	651787965	2109828	104	233173520	204155592	24256175	28982003	1841525	161153	3376040	35595	9810	77930	936	325	463695	2592850
215	freqmine	2	710	36	5.048	0.686	2.958375	4.3125	1472704169	11886564	1687228	10595498	448332345	4951553	1098264146	126157	126157	8459691	232084615	448624601	566837144	4123684	43235916	4990653	1300301	30400863	1364768919	1810136	1467156848	255039818	193341908	8610480	1853472	4000560	123157	20326	4442323	555465	31073675	12308927	3970042	1012203	1314331	19959695	10661539	30621234	30615576	5624	252808071	192056917	1285962	82736	1236269	3641163	3586825	141	293118566	148821115	443928299	643291196	2076262	98	231366408	202640967	23963357	28689521	1838902	160161	3328116	35595	9830	77975	795	330	465073	2620957
216	freqmine	3	710	36	5.048	0.726	2.7225	3.75	1475356883	12059855	1661090	10918345	449313948	4902730	1088239161	125270	125270	8474556	230902818	446596933	565570225	4063127	43358221	5035043	1331167	30788410	1370227106	1811256	1473007277	255962911	192684314	8733029	1819895	3977196	126681	19097	4369039	543354	31071956	12354208	3929138	1015114	1313709	20192557	10785616	30978173	30971549	5877	256268134	194613027	1157967	83336	1369499	3693666	3638736	142	294397119	149435912	446255967	647284826	2075054	109	232194911	203329648	24101684	28829337	1839365	160122	3334885	35595	10452	77879	891	328	462143	2509031
217	freqmine	1	921	36	5.04	0.846	2.538	3	1483032608	11769683	1634112	10339315	443446444	4847635	1081238486	124666	124666	8471091	232067780	448200080	568330024	4041054	42862558	4836500	1316068	29931154	1359614852	1808040	1489081005	254170044	191117284	8452457	1828632	3950327	120104	20363	4439014	547265	30599849	12258573	3830510	1021775	1329829	19202235	10498442	29700677	29696207	4335	252284498	191570843	929703	83281	1368820	3747090	3693327	154	295135248	148200834	442504372	641107321	2071214	111	230984227	202370355	23855594	28577948	1838559	160296	3316701	35595	9448	77967	682	327	463332	2541219
218	freqmine	2	921	36	5.04	0.887	3.1045	3.5	1509100095	11764103	1654793	10402756	450968496	4888687	1083163735	125057	125057	8380200	232516667	449048084	568900455	4059168	42953413	4882350	1323887	30195107	1359059393	1808732	1489901861	254017670	192092726	8491040	1835019	3970266	119655	18825	4437347	547028	31035645	12501874	3805662	1019293	1317953	19423260	10637705	30060965	30056404	4587	253349277	192474683	1284494	82093	1016926	3724138	3670499	150	294500821	149211411	445508009	646272768	2070411	98	233496114	204444394	24293749	29015796	1843461	160726	3555240	35595	9849	78404	716	323	463190	2558157
219	freqmine	3	921	36	5.048	0.807	2.421	3	1485380103	11806722	1641957	10255702	442429926	4826740	1075001804	124119	124119	8376717	230392069	445117371	563658411	4027281	43117789	4805505	1304169	29704827	1359385414	1808252	1494716207	253910213	191681254	8583104	1854031	4012921	117934	19441	4467736	549271	30839100	12238260	3805962	1012015	1298277	19749734	10714607	30464341	30459675	4533	253848008	192785037	930786	83251	1126138	3792664	3738759	142	296204421	148196553	442025301	640375096	2169781	98	234006334	204865530	24379145	29104883	1838333	159106	3221488	35595	9531	77847	706	326	463665	2582145
220	freqmine	1	1036	36	5.04	0.927	2.54925	2.75	1527207396	11718728	1634264	10366999	452033974	4906702	1085894400	124812	124812	8390823	230492505	445307542	564689257	4021445	42713741	4788628	1334670	29818774	1356318683	1807592	1510030947	253413277	191688782	8453310	1820200	3952321	118324	16307	4399269	544520	30381806	12227563	3717207	1000433	1298392	18739030	10403531	29142561	29138206	4396	254130275	192778921	1041909	83226	1367361	3645174	3591526	136	292302428	149957647	447651345	649605232	2067310	97	231392775	202657394	23977670	28699456	1840646	160894	3447160	35595	10453	78104	652	329	462417	2655992
221	freqmine	2	1036	36	5.04	0.927	2.665125	2.875	1506292069	11714033	1631525	10398644	446065426	4876457	1075077735	124177	124177	8382858	232836388	449526010	568098645	4114715	42940270	4727964	1319357	29541193	1364415983	1808692	1514194342	254775189	193059373	8723980	1872799	4051154	118106	17685	4432524	542546	30741448	12380693	3771074	1010728	1311811	19115201	10477658	29592859	29588357	4476	255073618	193665395	1156725	82960	1240161	3693215	3638968	170	293665806	148539522	443488913	642881355	2069098	103	232199099	203390728	24055406	28772442	1842230	158740	3360251	35595	9816	77654	663	327	460778	2514158
222	freqmine	3	1036	37	5.04	0.927	3.128625	3.375	1513117621	11744673	1616948	10235668	446937329	4840644	1075478366	124185	124185	8411339	234302823	452197299	570602299	4120078	43026485	4823768	1337798	30137168	1360064685	1810980	1517586512	254177037	193360687	8576239	1787504	3946225	117652	18117	4352513	543144	30505037	12248431	3737201	1011816	1306678	18848569	10438913	29287482	29282863	4693	257573188	195025454	931912	83945	1365998	3668752	3614891	147	293207944	148367669	442952092	641987639	2178129	102	232308255	203471587	24083773	28800743	1835541	159542	3277129	35595	9861	77977	696	330	462038	2568911
223	freqmine	1	1132	37	5.04	0.887	2.328375	2.625	1516408238	11635701	1631332	10472631	445366898	4867573	1076361788	124302	124302	8382551	230821617	446283273	565110241	4069563	42531215	4767969	1307079	29590550	1356874947	1807004	1512727523	253402421	191959240	8444243	1810600	3928427	117611	18115	4420951	544080	30478171	12174607	3706473	997160	1298624	19029958	10595308	29625266	29620438	4252	252101111	191336886	1155053	82460	1368091	3778425	3724334	140	295672779	148413918	442330358	640925194	2071687	96	231794095	203053754	23985890	28704417	1839292	161772	3315970	35595	9856	78349	615	326	459600	2510686
224	freqmine	2	1132	37	5.04	0.887	2.43925	2.75	1532942381	11679397	1657408	10363382	451072942	4903028	1079425617	125005	125005	8378354	230146001	445539028	564045487	4072108	42760500	4800840	1314013	29670283	1360174493	1811036	1521804817	254180225	191947309	8486107	1828052	3948041	117104	17593	4417338	544576	30643114	12297451	3772497	1006477	1310438	19384232	10581656	29965888	29961660	4503	255200169	193566219	1036429	83216	1369531	3748435	3695037	174	295180234	149631020	447357632	649143990	2087062	106	230929047	202302229	23869174	28590900	1843224	159843	3411460	35595	9812	77934	657	330	461565	2632236
225	freqmine	3	1132	37	5.04	0.887	2.328375	2.625	1531969963	11659551	1620647	10400687	451512550	4833642	1078203849	124250	124250	8369688	231437757	447400696	565355733	4082819	42809095	4826802	1328625	30013836	1362124713	1808220	1520479780	254652721	191787612	8582080	1840352	3981605	120269	15922	4377586	538212	30519884	12258889	3735787	1018084	1324381	19125439	10498324	29623763	29619523	4052	254845028	193442345	1042146	83358	1369268	3834960	3780352	196	298074802	148717015	444148933	643987552	2100922	98	234414075	205219103	24436478	29159051	1839056	161629	3346717	35601	9798	78754	498	327	458220	2518568
226	freqmine	1	1224	37	5.032	1.167	3.063375	2.625	1550566077	11658382	1642403	10489536	451739020	4863603	1074200912	124071	124071	8431157	234486118	452383109	572608448	4122042	42452640	4795652	1321070	29713820	1355793109	1808356	1530819413	253484621	191980706	8497127	1834155	3963299	115388	17798	4417762	542987	30627448	12339632	3784302	1018100	1329690	18669480	10479722	29149202	29144990	3786	256457058	194394704	1040601	83846	1121463	3781347	3727541	302	295668704	148394430	442672869	641484968	2070208	102	231795143	203038935	24004131	28720287	1834398	160623	3223299	35595	9849	78770	587	327	464938	2658619
227	freqmine	2	1224	37	5.032	1.046	2.74575	2.625	1528570203	11654796	1618285	10170596	445689640	4815561	1070427807	123830	123830	8352954	231622815	447474957	565509575	4059921	42907723	4786025	1311509	29652879	1355203819	1807412	1529967366	253099327	190780953	8464202	1841274	3966268	116846	19525	4399615	542518	30405305	12229006	3710108	1007527	1311998	18838252	10421273	29259525	29255479	3832	255613200	193909707	928839	84033	1119268	3671498	3617451	139	292965185	147917816	441082715	638984061	2076350	94	233200341	204213739	24228678	28950684	1836490	158498	3365335	35593	9780	77947	572	323	460392	2512372
228	freqmine	3	1224	37	5.032	1.167	3.355125	2.875	1513562806	11576968	1620370	10119360	441854219	4828036	1069123600	123567	123567	8374573	233843802	451128998	570816520	4056862	42667575	4816399	1327054	29875683	1357849833	1808180	1531625723	253751175	192166191	8554243	1833325	3954724	118867	15389	4337186	538644	30151293	12097300	3724196	998361	1307864	19018157	10404512	29422669	29418660	3585	252376214	191591894	1042270	83162	1238446	3699448	3645868	151	293480752	147706492	440900203	638766026	2088908	103	231098140	202470482	23873157	28591738	1841606	160693	3332374	35595	9814	78398	551	328	457722	2479891
229	freqmine	1	1428	38	5.024	1.406	3.8665	2.75	1549988883	11503957	1614892	10147500	442433337	4840524	1074623787	124033	124033	8296125	230583463	445774867	563984009	4051357	42842474	4699737	1306734	29193068	1356885439	1807676	1564860301	253505010	191363374	8541165	1865387	3964778	117885	18916	4388299	546625	30250983	12284580	3644921	1013755	1331260	18664878	10510250	29175128	29171800	3795	255799072	193809632	1044585	84184	1372570	3771798	3718320	241	295730841	147817231	441186278	639209977	2090412	92	232538527	203607520	24170622	28895083	1837313	159451	3333017	35595	9770	77885	508	333	456557	2515797
